Positive,Minus,Improvement
"This design is quite wide. Due to the design feature, if an individual attempts to grab the hold there is a larger area to find a lip to grab. The wide hold also ensures a large inner cavity to store electronics","The design is wide but it is short in length, which compensates for the large amount of resin that would be used, although this design has a wide cavity it may not be an efficient use of space restricting the placement of technology.",Improve inner cavity space whilst providing an easily graspable climbing hold.
