Results,Evaluation
"Test A: 15.6% claimed they had never rock climbed
Test B: 90.6% said they were enthusiastic towards sound based rock climbing","Although 15.6% of respondents claimed that they had not participated in rock climbing, the whole 32 individuals were 90.6% enthusiastic to participate in sound activated rock climbing and the other 9.4% were mediumly enthused. Concluding that visually impaired individuals would be interested in trying the innovation of sound indicative rock climbing."
