Positive,Minus,Evaluation
This design will provide constant communicative advice on the positioning of holds on the wall for the climber.,"This design requires an individual with vision to belay a vision impaired climber, ristristrincing the range of use for this design. This design would be to expensive needing displaying screen high quality camera and speakers which is additionally elements that are to complex for me to work with",This design could be a fun and successful design although its to expensive and difficult to create
