Results,Evaluation
Expressed via this survey 98% of vision impaired individuals Agreed to limitations surrounding physical activities. Outlining the difficulties they face and their acknowledged position.,This further indicates the difficulties vision impaired individuals face towards physical engagement. Due to this constriction it can be concluded that sports and recreational activities are highly restricted within vision impaired societies. And the need for my design is further established
