Results,Evaluation
100% of the 32 respondents ‘Agreed’ or ‘Strongly Agreed’ that they want more inclusive sports for visually impaired individuals.,"This outlines the strong need to incorporate sports aimed to include the vision impaired, such as rock climbing that uses the sense of sound to indicate positioning of climbing holds instead of vision."
